transaction_id_raw,payer_id,payer_id_type,payee_id_type,status_name,created_at,product_id,paid_total_value,paid_credit_card_value,paid_balance_value,received_cashback_value
9792,57199,CONSUMER,BIZ,Erro,2020-11-15 23:53:15,6,2471.0,2471.0,0,0
9793,76225,CONSUMER,USER,Aprovado,2020-12-21 01:45:28,1,2249.97,0.0,"2249,97",10
9794,26510,CONSUMER,USER,Erro,2020-12-21 10:25:06,8,2486.0,0.0,2486,0
9795,54158,CONSUMER,BIZ,Não Autorizado,2020-12-22 07:41:05,2,3995.36,3995.36,0,0
9796,2788,CONSUMER,USER,Erro,2020-10-21 11:12:57,8,4508.26,4508.26,0,0
9797,38018,CONSUMER,BIZ,Erro,2020-12-05 15:54:24,2,2128.05,0.0,"2128,05",0
9798,34473,CONSUMER,BIZ,Aprovado,2020-03-23 10:02:38,5,1432.08,0.0,"1432,08",0
9799,86610,CONSUMER,USER,Aprovado,2020-12-09 07:08:06,1,4584.0,0.0,4584,0
9800,77195,CONSUMER,USER,Aprovado,2020-12-11 09:44:28,8,2601.66,2476.17,"125,49",0
9801,52969,CONSUMER,USER,Aprovado,2020-10-09 20:47:40,1,1042.0,942.88,"99,12",0
9802,59425,CONSUMER,BIZ,Não Autorizado,2020-12-29 13:16:31,5,67.0,0.0,67,0
9803,18570,CONSUMER,BIZ,Aprovado,2020-03-15 10:46:10,6,1526.0,320.81,"1205,19",0
9804,24172,CONSUMER,USER,Aprovado,2020-05-10 18:33:34,7,4115.0,112.3,"4002,7",0
9805,99426,CONSUMER,USER,Aprovado,2020-10-24 14:04:44,7,1918.14,1048.16,"869,98",0
9806,14831,CONSUMER,USER,Não Autorizado,2020-06-27 22:24:43,1,126.92,126.92,0,0
9807,86065,CONSUMER,USER,Aprovado,2020-12-02 06:12:32,1,2378.09,0.0,"2378,09",0
9808,24150,CONSUMER,USER,Aprovado,2020-12-30 19:45:43,1,2039.13,1404.01,"635,12",0
9809,99455,CONSUMER,USER,Aprovado,2020-08-17 14:31:38,7,2084.0,0.0,2084,0
9810,42967,CONSUMER,USER,Aprovado,2020-10-20 16:56:58,1,702.39,0.0,"702,39",0
9811,25947,CONSUMER,USER,Aprovado,2020-12-18 12:46:56,1,4306.0,0.0,4306,10
9812,56481,CONSUMER,BIZ,Aprovado,2020-12-30 04:43:16,4,3557.0,579.3,"2977,7",0
9813,94570,CONSUMER,USER,Não Autorizado,2020-10-03 21:12:27,8,1482.0,1210.05,"271,95",0
9814,48341,CONSUMER,USER,Aprovado,2020-11-11 23:40:23,1,2214.0,2214.0,0,0
9815,1996,CONSUMER,USER,Erro,2020-12-28 02:32:54,1,2360.18,2360.18,0,0
9816,17420,CONSUMER,USER,Aprovado,2020-07-11 10:17:12,7,2384.0,0.0,2384,0
9817,98734,CONSUMER,USER,Aprovado,2020-12-04 14:55:18,7,4851.0,3477.3,"1373,7",10
9818,39887,CONSUMER,USER,Aprovado,2020-11-10 22:28:43,8,3693.43,1264.06,"2429,37",0
9819,29510,CONSUMER,USER,Erro,2020-08-21 06:07:24,8,2406.0,2009.9,"396,1",10
9820,19185,CONSUMER,USER,Aprovado,2020-10-14 11:45:16,1,945.0,945.0,0,0
9821,69652,CONSUMER,USER,Aprovado,2020-10-01 10:58:54,8,481.07,88.32,"392,75",0
9822,26566,CONSUMER,BIZ,Erro,2020-09-11 03:17:00,6,4850.68,3833.7,"1016,98",0
9823,34662,CONSUMER,USER,Não Autorizado,2020-10-01 00:06:18,7,1289.0,1149.73,"139,27",0
9824,99768,CONSUMER,USER,Aprovado,2020-12-26 00:54:22,8,3168.08,3168.08,0,0
9825,99795,CONSUMER,USER,Aprovado,2020-10-06 11:56:53,8,3152.49,3152.49,0,0
9826,77619,CONSUMER,USER,Erro,2020-12-04 17:49:32,7,4661.0,0.0,4661,0
9827,9016,CONSUMER,BIZ,Erro,2020-12-10 10:21:28,2,4261.31,4261.31,0,0
9828,439,CONSUMER,BIZ,Aprovado,2020-12-04 00:34:46,6,1651.26,1651.26,0,0
9829,47782,CONSUMER,USER,Não Autorizado,2020-09-19 10:58:54,8,3637.15,3637.15,0,0
9830,99712,CONSUMER,BIZ,Aprovado,2020-09-04 14:35:19,10,3587.11,3587.11,0,0
9831,52544,CONSUMER,USER,Erro,2020-11-03 15:18:29,8,3331.05,3009.29,"321,76",0
9832,64121,CONSUMER,BIZ,Não Autorizado,2020-04-19 11:13:43,9,3752.0,817.83,"2934,17",0
9833,22825,CONSUMER,USER,Não Autorizado,2020-08-05 23:58:34,1,4633.05,3481.49,"1151,56",0
9834,27383,CONSUMER,USER,Erro,2020-08-25 01:52:00,1,6.0,6.0,0,0
9835,91098,CONSUMER,USER,Não Autorizado,2020-03-21 11:32:00,1,4088.37,0.0,"4088,37",0
9836,9382,CONSUMER,USER,Aprovado,2020-06-28 21:50:22,8,378.0,378.0,0,0
9837,67981,CONSUMER,USER,Aprovado,2020-11-19 01:09:17,8,1815.49,0.0,"1815,49",10
9838,68018,CONSUMER,USER,Erro,2020-10-09 00:34:10,8,3485.0,0.0,3485,10
9839,70279,CONSUMER,USER,Erro,2020-09-19 01:11:03,1,1801.0,1801.0,0,0
9840,38551,CONSUMER,USER,Aprovado,2020-12-26 04:54:09,7,4323.0,0.0,4323,0
9841,55836,CONSUMER,BIZ,Não Autorizado,2020-09-04 11:56:59,5,823.0,823.0,0,0
9842,5324,CONSUMER,USER,Erro,2020-12-16 11:00:33,1,3077.0,0.0,3077,0
9843,65629,CONSUMER,BIZ,Não Autorizado,2020-10-10 05:13:07,5,1375.0,1375.0,0,0
9844,85290,CONSUMER,USER,Aprovado,2020-08-31 01:31:19,1,4157.57,4157.57,0,0
9845,80797,CONSUMER,BIZ,Não Autorizado,2020-11-26 04:05:26,5,3745.14,0.0,"3745,14",0
9846,40337,CONSUMER,USER,Aprovado,2020-12-18 05:23:11,8,3592.58,3592.58,0,0
9847,45227,CONSUMER,USER,Não Autorizado,2020-11-12 20:32:56,1,4639.69,0.0,"4639,69",0
9848,14649,CONSUMER,BIZ,Não Autorizado,2020-12-23 05:34:34,9,4853.99,4853.99,0,0
9849,64948,CONSUMER,USER,Não Autorizado,2020-02-19 09:39:09,8,2195.52,2195.52,0,0
9850,60577,CONSUMER,BIZ,Aprovado,2020-05-07 16:09:13,6,1805.0,1805.0,0,0
9851,65546,CONSUMER,BIZ,Aprovado,2020-07-17 05:47:10,9,2731.0,2731.0,0,0
9852,96971,CONSUMER,USER,Aprovado,2020-11-07 07:13:17,8,2790.58,0.0,"2790,58",0
9853,48531,CONSUMER,USER,Aprovado,2020-11-29 12:17:01,1,1250.0,1250.0,0,0
9854,96645,CONSUMER,BIZ,Aprovado,2020-10-18 11:34:20,2,2303.17,2303.17,0,0
9855,73197,CONSUMER,USER,Não Autorizado,2020-11-01 17:29:32,1,4941.0,1401.9,"3539,1",0
9856,38216,CONSUMER,USER,Erro,2020-12-16 15:24:29,1,269.0,0.0,269,0
9857,92423,CONSUMER,USER,Erro,2020-12-14 19:17:19,8,2742.0,2742.0,0,0
9858,79661,CONSUMER,USER,Erro,2020-10-16 01:59:54,7,4176.19,31.56,"4144,63",0
9859,62163,CONSUMER,USER,Aprovado,2020-06-11 02:26:37,1,57.37,35.25,"22,12",0
9860,66806,CONSUMER,USER,Erro,2020-12-29 10:55:57,7,718.79,718.79,0,0
9861,22610,CONSUMER,USER,Aprovado,2020-11-20 23:53:39,7,1136.7,0.0,"1136,7",0
9862,74812,CONSUMER,USER,Não Autorizado,2020-12-01 05:45:55,1,3412.66,0.0,"3412,66",0
9863,40635,CONSUMER,USER,Aprovado,2020-11-30 19:59:23,7,2413.1,2413.1,0,0
9864,72643,CONSUMER,USER,Aprovado,2020-12-09 16:33:52,7,579.0,579.0,0,0
9865,82131,CONSUMER,BIZ,Aprovado,2020-11-23 15:32:52,6,1029.23,1029.23,0,0
9866,54330,CONSUMER,USER,Erro,2020-03-29 18:26:59,7,2790.0,2790.0,0,10
9867,17098,CONSUMER,BIZ,Não Autorizado,2020-12-25 12:26:10,2,1251.36,1251.36,0,0
9868,26736,CONSUMER,USER,Aprovado,2020-10-05 10:25:41,8,4105.51,4105.51,0,0
9869,2169,CONSUMER,USER,Erro,2020-05-03 23:18:23,8,2120.0,1969.65,"150,35",0
9870,80076,CONSUMER,BIZ,Não Autorizado,2020-10-13 03:30:26,9,164.0,0.0,164,0
9871,74812,CONSUMER,USER,Aprovado,2020-12-26 04:53:36,8,3005.0,3005.0,0,0
9872,61319,CONSUMER,BIZ,Aprovado,2020-12-05 14:31:14,6,1158.0,1158.0,0,0
9873,7868,CONSUMER,USER,Erro,2020-09-12 15:20:04,1,634.0,634.0,0,0
9874,62084,CONSUMER,USER,Erro,2020-12-08 03:44:01,7,3131.0,0.0,3131,10
9875,45556,CONSUMER,USER,Aprovado,2020-12-24 20:39:38,1,4898.0,3765.37,"1132,63",0
9876,46101,CONSUMER,USER,Aprovado,2020-04-06 01:12:27,7,2666.48,2666.48,0,0
9877,96523,CONSUMER,USER,Aprovado,2020-09-11 21:18:33,7,2077.72,1038.06,"1039,66",0
9878,88387,CONSUMER,BIZ,Aprovado,2020-11-26 12:59:27,2,3921.0,0.0,3921,0
9879,20305,CONSUMER,BIZ,Aprovado,2020-11-20 17:33:11,2,2899.0,1659.14,"1239,86",0
9880,36868,CONSUMER,BIZ,Não Autorizado,2020-09-28 01:34:18,3,1771.0,0.0,1771,0
9881,15100,CONSUMER,USER,Aprovado,2020-10-01 00:42:11,7,1076.0,979.9,"96,1",0
9882,46855,CONSUMER,USER,Aprovado,2020-11-16 19:37:08,8,3551.51,734.57,"2816,94",0
9883,63777,CONSUMER,USER,Aprovado,2020-06-03 15:27:39,7,3431.31,0.0,"3431,31",0
9884,47470,CONSUMER,BIZ,Não Autorizado,2020-12-27 09:10:00,9,2969.0,2969.0,0,0
9885,16938,CONSUMER,USER,Aprovado,2020-07-22 02:23:14,8,2196.06,2196.06,0,0
9886,95871,CONSUMER,BIZ,Aprovado,2020-12-27 06:45:56,6,2243.32,2243.32,0,0
9887,58941,CONSUMER,BIZ,Aprovado,2020-08-12 11:05:18,4,310.27,10.03,"300,24",0
9888,53224,CONSUMER,USER,Não Autorizado,2020-08-16 07:14:48,7,1435.26,0.0,"1435,26",0
9889,47216,CONSUMER,USER,Aprovado,2020-12-15 23:52:27,7,4312.41,4312.41,0,0
9890,43895,CONSUMER,USER,Aprovado,2020-07-01 13:17:51,7,3942.0,3942.0,0,0
9891,27143,CONSUMER,BIZ,Erro,2020-09-01 13:30:13,2,2205.0,0.0,2205,0
9892,14089,CONSUMER,USER,Aprovado,2020-11-05 06:22:57,1,4847.0,4847.0,0,0
9893,78095,CONSUMER,USER,Aprovado,2020-12-28 00:58:31,8,691.11,0.0,"691,11",0
9894,85631,CONSUMER,USER,Não Autorizado,2020-10-23 04:08:28,7,4382.0,4382.0,0,0
9895,6861,CONSUMER,BIZ,Aprovado,2020-07-21 03:49:19,9,653.0,140.07,"512,93",0
9896,89419,CONSUMER,USER,Erro,2020-12-16 18:20:55,7,660.0,529.43,"130,57",0
9897,41039,CONSUMER,USER,Aprovado,2020-11-19 18:28:47,1,1438.0,192.47,"1245,53",0
9898,91007,CONSUMER,BIZ,Erro,2020-05-04 03:14:17,3,1784.0,58.51,"1725,49",0
9899,99767,CONSUMER,USER,Aprovado,2020-10-03 06:59:43,1,1485.0,0.0,1485,0
9900,59472,CONSUMER,USER,Aprovado,2020-10-21 04:25:24,1,4780.0,413.54,"4366,46",0
9901,58522,CONSUMER,USER,Aprovado,2020-12-17 04:14:04,8,4006.0,4006.0,0,0
9902,41675,CONSUMER,BIZ,Aprovado,2020-11-08 10:02:55,9,4839.0,0.0,4839,0
9903,57654,CONSUMER,BIZ,Erro,2020-12-28 20:31:51,4,1818.0,1818.0,0,0
9904,78375,CONSUMER,BIZ,Aprovado,2020-09-24 09:50:21,10,82.19,82.19,0,0
9905,6831,CONSUMER,USER,Aprovado,2020-12-31 03:30:17,8,2909.0,2803.65,"105,35",0
9906,33978,CONSUMER,USER,Aprovado,2020-04-19 03:56:04,7,3978.0,1122.54,"2855,46",0
9907,31535,CONSUMER,USER,Aprovado,2020-03-24 14:17:04,1,376.0,376.0,0,0
9908,89610,CONSUMER,BIZ,Aprovado,2020-08-12 11:21:41,10,1291.99,1291.99,0,0
9909,6511,CONSUMER,BIZ,Aprovado,2020-03-23 18:10:06,10,2796.72,573.18,"2223,54",0
9910,66554,CONSUMER,BIZ,Aprovado,2020-05-12 01:06:09,9,290.0,290.0,0,0
9911,64193,CONSUMER,USER,Aprovado,2020-12-02 08:47:49,7,2194.0,1855.31,"338,69",0
9912,3157,CONSUMER,USER,Aprovado,2020-07-16 23:28:04,7,2229.0,588.47,"1640,53",0
9913,84761,CONSUMER,USER,Não Autorizado,2020-08-26 12:56:52,7,238.89,137.85,"101,04",0
9914,8432,CONSUMER,USER,Aprovado,2020-12-12 13:06:02,1,4500.0,2708.78,"1791,22",0
9915,16347,CONSUMER,USER,Aprovado,2020-05-10 12:15:18,1,4790.68,4214.09,"576,59",0
9916,96994,CONSUMER,USER,Aprovado,2020-12-01 02:11:49,7,3012.0,3012.0,0,10
9917,48651,CONSUMER,BIZ,Não Autorizado,2020-12-06 14:48:04,4,208.91,0.0,"208,91",10
9918,73152,CONSUMER,USER,Aprovado,2020-10-05 07:43:00,8,1685.04,1420.69,"264,35",0
9919,50180,CONSUMER,USER,Não Autorizado,2020-12-01 06:55:19,8,2434.0,2434.0,0,0
9920,96925,CONSUMER,USER,Aprovado,2020-09-06 03:38:55,1,294.59,294.59,0,0
9921,34324,CONSUMER,USER,Não Autorizado,2020-12-18 14:06:34,1,2938.0,0.0,2938,0
9922,20632,CONSUMER,BIZ,Não Autorizado,2020-10-24 01:41:08,6,778.95,0.0,"778,95",0
9923,88138,CONSUMER,USER,Não Autorizado,2020-06-22 15:36:41,1,4177.0,4177.0,0,0
9924,46409,CONSUMER,BIZ,Aprovado,2020-06-23 20:36:23,5,1467.63,1465.36,"2,27",10
9925,75848,CONSUMER,BIZ,Erro,2020-12-04 22:37:30,6,1018.0,1018.0,0,0
9926,89617,CONSUMER,BIZ,Erro,2020-07-29 18:27:56,2,2960.61,0.0,"2960,61",0
9927,82439,CONSUMER,BIZ,Aprovado,2020-12-03 15:09:47,5,3038.21,3038.21,0,10
9928,98435,CONSUMER,BIZ,Aprovado,2020-12-09 09:59:49,2,2738.0,2738.0,0,0
9929,83958,CONSUMER,USER,Não Autorizado,2020-12-23 03:17:45,1,648.0,0.0,648,0
9930,68842,CONSUMER,BIZ,Aprovado,2020-12-03 04:56:10,4,1371.35,502.53,"868,82",0
9931,2280,CONSUMER,USER,Não Autorizado,2020-10-20 12:24:08,7,4855.0,0.0,4855,0
9932,8619,CONSUMER,USER,Não Autorizado,2020-08-15 21:41:11,1,4588.03,0.0,"4588,03",0
9933,34259,CONSUMER,BIZ,Erro,2020-09-27 22:22:27,6,584.37,191.02,"393,35",0
9934,11327,CONSUMER,BIZ,Aprovado,2020-05-24 20:30:39,2,1182.0,1182.0,0,10
9935,91764,CONSUMER,USER,Não Autorizado,2020-12-16 02:37:17,7,1606.64,1606.64,0,0
9936,15097,CONSUMER,USER,Aprovado,2020-10-30 23:44:28,7,1631.0,1284.15,"346,85",0
9937,8699,CONSUMER,USER,Aprovado,2020-10-25 18:21:37,7,3250.0,3085.73,"164,27",0
9938,11662,CONSUMER,USER,Aprovado,2020-12-03 05:37:46,1,600.0,0.0,600,0
9939,65513,CONSUMER,USER,Aprovado,2020-10-27 04:54:14,1,3968.0,2510.99,"1457,01",0
9940,96787,CONSUMER,BIZ,Aprovado,2020-11-22 16:33:16,6,2331.09,1390.34,"940,75",0
9941,59176,CONSUMER,BIZ,Aprovado,2020-11-27 19:30:23,2,2812.0,2812.0,0,0
9942,8106,CONSUMER,USER,Aprovado,2020-07-30 12:06:57,8,4912.7,4912.7,0,0
9943,31935,CONSUMER,USER,Erro,2020-09-14 20:10:53,7,465.0,0.0,465,0
9944,75072,CONSUMER,BIZ,Aprovado,2020-07-13 08:20:46,4,4357.0,0.0,4357,0
9945,69432,CONSUMER,USER,Erro,2020-12-24 13:13:15,8,2996.0,0.0,2996,0
9946,77672,CONSUMER,USER,Aprovado,2020-08-22 03:50:58,8,4747.23,3145.16,"1602,07",0
9947,7240,CONSUMER,USER,Não Autorizado,2020-07-31 14:10:09,8,3171.41,3171.41,0,0
9948,12680,CONSUMER,USER,Erro,2020-07-26 16:01:42,8,2418.14,1943.46,"474,68",0
9949,3289,CONSUMER,BIZ,Aprovado,2020-12-13 05:48:24,3,2546.0,2546.0,0,0
9950,98004,CONSUMER,USER,Aprovado,2020-12-24 02:01:49,7,3898.86,0.0,"3898,86",0
9951,64586,CONSUMER,USER,Não Autorizado,2020-10-31 09:24:01,7,540.0,540.0,0,0
9952,26528,CONSUMER,BIZ,Aprovado,2020-06-18 04:22:31,5,3201.0,3201.0,0,0
9953,31670,CONSUMER,USER,Aprovado,2020-10-19 01:47:44,8,1283.39,1020.99,"262,4",0
9954,95092,CONSUMER,USER,Não Autorizado,2020-12-17 14:01:06,7,3934.0,0.0,3934,0
9955,21451,CONSUMER,BIZ,Aprovado,2020-07-27 07:48:21,5,3884.99,1765.11,"2119,88",0
9956,49766,CONSUMER,BIZ,Não Autorizado,2020-10-25 02:57:25,6,3334.4,28.24,"3306,16",0
9957,93095,CONSUMER,USER,Não Autorizado,2020-11-05 05:16:12,1,770.0,529.39,"240,61",0
9958,84554,CONSUMER,USER,Erro,2020-09-19 16:45:22,8,1512.0,1512.0,0,0
9959,13264,CONSUMER,USER,Aprovado,2020-12-06 13:12:31,7,3618.0,3618.0,0,0
9960,23147,CONSUMER,USER,Aprovado,2020-11-15 01:44:43,1,2263.0,2263.0,0,0
9961,8331,CONSUMER,BIZ,Aprovado,2020-09-08 19:28:41,2,3354.0,0.0,3354,10
9962,11294,CONSUMER,USER,Aprovado,2020-09-28 02:25:14,8,3497.0,3240.94,"256,06",0
9963,88980,CONSUMER,USER,Erro,2020-08-29 19:51:04,8,4421.56,0.0,"4421,56",0
9964,50956,CONSUMER,USER,Aprovado,2020-11-09 00:57:43,8,964.0,964.0,0,0
9965,11969,CONSUMER,USER,Aprovado,2020-10-30 03:19:23,1,4553.0,4553.0,0,0
9966,27137,CONSUMER,USER,Erro,2020-07-24 17:40:41,1,3445.47,1636.71,"1808,76",0
9967,79714,CONSUMER,USER,Aprovado,2020-08-09 00:24:03,1,3706.05,3706.05,0,10
9968,8418,CONSUMER,USER,Aprovado,2020-12-29 23:25:24,1,3633.0,3633.0,0,0
9969,87972,CONSUMER,USER,Aprovado,2020-12-30 07:34:52,8,25.0,0.0,25,0
9970,91115,CONSUMER,USER,Aprovado,2020-12-14 08:41:02,1,4642.0,0.0,4642,10
9971,50992,CONSUMER,BIZ,Erro,2020-08-06 20:08:58,5,3772.72,1098.49,"2674,23",0
9972,82949,CONSUMER,USER,Aprovado,2020-12-27 23:45:47,8,510.9,0.0,"510,9",0
9973,35994,CONSUMER,USER,Erro,2020-09-19 23:24:58,1,2342.0,1809.85,"532,15",0
9974,38106,CONSUMER,BIZ,Aprovado,2020-12-06 02:04:41,3,3478.0,3478.0,0,0
9975,54283,CONSUMER,BIZ,Não Autorizado,2020-12-01 21:00:22,2,2065.0,2065.0,0,0
9976,73012,CONSUMER,USER,Aprovado,2020-10-30 18:47:23,8,371.0,371.0,0,0
9977,29117,CONSUMER,USER,Aprovado,2020-11-13 11:33:48,7,4685.97,2796.27,"1889,7",0
9978,74703,CONSUMER,USER,Aprovado,2020-03-22 12:12:56,7,4940.91,746.17,"4194,74",0
9979,29705,CONSUMER,USER,Aprovado,2020-12-12 23:03:14,1,2207.0,451.04,"1755,96",0
9980,68591,CONSUMER,USER,Não Autorizado,2020-06-13 10:46:00,1,3495.02,3495.02,0,0
9981,66310,CONSUMER,USER,Erro,2020-11-13 04:38:11,1,3057.0,1255.05,"1801,95",0
9982,91294,CONSUMER,USER,Aprovado,2020-12-27 11:15:27,1,1295.0,1295.0,0,0
9983,16528,CONSUMER,USER,Aprovado,2020-12-11 02:40:46,8,4876.0,0.0,4876,0
9984,17424,CONSUMER,USER,Aprovado,2020-10-05 04:13:50,1,452.0,311.23,"140,77",0
9985,77181,CONSUMER,BIZ,Aprovado,2020-01-29 05:39:28,6,2492.02,0.0,"2492,02",0
9986,51788,CONSUMER,BIZ,Não Autorizado,2020-11-25 23:18:58,2,3887.0,3887.0,0,0
9987,51026,CONSUMER,USER,Aprovado,2020-07-11 17:53:43,8,4283.86,0.0,"4283,86",0
9988,11602,CONSUMER,BIZ,Aprovado,2020-02-27 02:31:21,5,1742.0,485.51,"1256,49",0
9989,62281,CONSUMER,USER,Erro,2020-12-24 04:43:00,8,3339.35,2208.84,"1130,51",0
9990,93849,CONSUMER,USER,Aprovado,2020-12-14 11:14:45,8,2615.12,0.0,"2615,12",0
9991,99308,CONSUMER,USER,Aprovado,2020-08-10 19:48:21,7,3424.36,3424.36,0,10
9992,6521,CONSUMER,BIZ,Aprovado,2020-06-08 20:12:59,6,822.29,320.67,"501,62",0
9993,19528,CONSUMER,BIZ,Erro,2020-12-16 16:50:17,9,58.49,58.49,0,0
9994,45377,CONSUMER,USER,Aprovado,2020-07-06 15:29:23,8,2603.0,1225.94,"1377,06",10
9995,16978,CONSUMER,USER,Erro,2020-12-20 14:40:17,8,4472.0,1078.65,"3393,35",0
9996,9383,CONSUMER,USER,Aprovado,2020-10-30 06:27:09,7,3022.65,426.43,"2596,22",0
9997,62554,CONSUMER,USER,Aprovado,2020-11-30 05:07:45,1,4221.0,4221.0,0,10
9998,39098,CONSUMER,USER,Erro,2020-12-21 12:53:39,1,3086.0,1019.32,"2066,68",10
9999,85554,CONSUMER,BIZ,Aprovado,2020-12-26 04:44:47,6,531.68,531.68,0,0
10000,5706,CONSUMER,USER,Erro,2020-11-30 19:03:09,1,781.29,781.29,0,0
10001,84198,CONSUMER,BIZ,Aprovado,2020-10-23 14:25:57,9,576.12,398.86,"177,26",10
10002,98633,CONSUMER,BIZ,Aprovado,2020-12-29 10:02:18,6,4772.77,4772.77,0,10
10003,36174,CONSUMER,USER,Erro,2020-10-05 15:53:01,1,2968.0,2968.0,0,0
10004,10439,CONSUMER,USER,Erro,2020-09-21 10:31:36,1,1229.0,1229.0,0,0
10005,29860,CONSUMER,BIZ,Aprovado,2020-07-16 01:30:22,2,880.64,880.64,0,0
10006,11711,CONSUMER,BIZ,Aprovado,2020-03-31 17:11:18,5,4754.0,4754.0,0,0
10007,34999,CONSUMER,BIZ,Aprovado,2020-09-06 07:33:34,6,4656.33,0.0,"4656,33",0
10008,46398,CONSUMER,BIZ,Aprovado,2020-12-16 04:53:37,6,1847.0,0.0,1847,0
10009,28400,CONSUMER,USER,Aprovado,2020-12-20 23:23:38,8,631.67,271.86,"359,81",0
10010,7161,CONSUMER,USER,Erro,2020-08-16 22:12:42,1,1861.0,0.0,1861,0
10011,75044,CONSUMER,USER,Erro,2020-12-29 01:32:54,1,2184.0,1506.63,"677,37",0
10012,6684,CONSUMER,USER,Não Autorizado,2020-09-28 02:48:46,8,1704.0,0.0,1704,0
10013,6712,CONSUMER,USER,Não Autorizado,2020-08-20 15:10:35,1,162.46,162.46,0,0
10014,29923,CONSUMER,USER,Aprovado,2020-06-05 07:01:53,7,3579.0,1387.99,"2191,01",0
10015,42072,CONSUMER,BIZ,Aprovado,2020-12-29 00:54:44,2,180.58,0.0,"180,58",0
10016,10475,CONSUMER,BIZ,Não Autorizado,2020-08-13 13:54:38,4,941.0,0.0,941,10
10017,73207,CONSUMER,USER,Aprovado,2020-05-27 08:18:18,8,3720.75,3646.7,"74,05",0
10018,18742,CONSUMER,USER,Aprovado,2020-12-20 04:27:47,8,4260.0,1593.99,"2666,01",0
10019,82457,CONSUMER,BIZ,Não Autorizado,2020-11-15 15:24:44,4,177.0,34.36,"142,64",0
10020,4615,CONSUMER,USER,Erro,2020-10-11 09:02:11,1,453.7,413.34,"40,36",0
10021,82844,CONSUMER,BIZ,Aprovado,2020-09-20 20:45:24,9,4376.0,0.0,4376,0
10022,33482,CONSUMER,USER,Erro,2020-12-14 03:58:11,1,59.7,0.0,"59,7",0
10023,94925,CONSUMER,USER,Aprovado,2020-11-22 14:39:05,7,1005.55,0.0,"1005,55",0
10024,9656,CONSUMER,USER,Aprovado,2020-07-18 19:14:56,8,1579.22,0.0,"1579,22",0
10025,45046,CONSUMER,USER,Erro,2020-11-10 02:48:26,1,1628.82,809.31,"819,51",0
10026,61199,CONSUMER,USER,Aprovado,2020-04-23 21:21:08,8,925.73,925.73,0,0
10027,68680,CONSUMER,BIZ,Não Autorizado,2020-12-09 01:45:25,6,4264.8,243.62,"4021,18",0
10028,40081,CONSUMER,USER,Aprovado,2020-12-29 23:45:15,1,4700.0,4700.0,0,0
10029,78778,CONSUMER,USER,Aprovado,2020-11-03 09:53:42,8,4175.37,4175.37,0,0
10030,94578,CONSUMER,USER,Aprovado,2020-12-24 08:04:45,1,347.0,0.0,347,0
10031,42148,CONSUMER,USER,Erro,2020-12-26 21:12:25,1,928.0,815.8,"112,2",0
10032,97775,CONSUMER,BIZ,Aprovado,2020-11-04 21:39:52,10,4571.16,4571.16,0,0
10033,69189,CONSUMER,BIZ,Aprovado,2020-12-04 13:20:29,2,4698.0,3351.84,"1346,16",0
10034,5009,CONSUMER,BIZ,Erro,2020-12-09 19:20:39,5,54.37,43.41,"10,96",0
10035,65945,CONSUMER,USER,Aprovado,2020-09-20 22:55:03,1,1196.89,1196.89,0,0
10036,56550,CONSUMER,USER,Aprovado,2020-05-01 22:40:11,1,3302.0,525.74,"2776,26",0
10037,32981,CONSUMER,BIZ,Aprovado,2020-08-17 13:16:49,3,1411.0,0.0,1411,0
10038,62460,CONSUMER,BIZ,Não Autorizado,2020-12-31 02:08:51,4,4567.69,4567.69,0,0
10039,16988,CONSUMER,USER,Aprovado,2020-09-07 19:40:32,1,2519.0,2519.0,0,0
10040,47162,CONSUMER,BIZ,Aprovado,2020-12-07 02:57:23,2,4391.42,2852.69,"1538,73",10
10041,67622,CONSUMER,USER,Aprovado,2020-11-07 06:01:10,8,4616.0,3996.95,"619,05",0
10042,58260,CONSUMER,BIZ,Aprovado,2020-12-21 01:49:31,5,4624.0,4624.0,0,0
10043,45054,CONSUMER,BIZ,Não Autorizado,2020-06-04 23:27:51,3,1425.0,0.0,1425,0
10044,26144,CONSUMER,USER,Aprovado,2020-11-08 09:09:15,8,4501.0,4501.0,0,10
10045,53663,CONSUMER,USER,Não Autorizado,2020-11-09 02:32:14,8,4263.52,3437.63,"825,89",10
10046,61423,CONSUMER,USER,Aprovado,2020-11-03 03:48:49,1,1522.69,1522.69,0,0
10047,92949,CONSUMER,USER,Aprovado,2020-02-18 08:51:24,7,4711.66,0.0,"4711,66",0
10048,39999,CONSUMER,USER,Não Autorizado,2020-12-21 02:48:00,1,3644.51,2077.17,"1567,34",0
10049,95606,CONSUMER,BIZ,Aprovado,2020-10-24 11:52:47,6,1783.0,1405.88,"377,12",0
10050,43783,CONSUMER,USER,Aprovado,2020-09-27 17:50:16,8,895.53,95.91,"799,62",0
10051,34808,CONSUMER,USER,Aprovado,2020-05-15 01:47:21,1,2017.0,1131.05,"885,95",0
10052,17598,CONSUMER,USER,Erro,2020-12-15 15:44:38,7,771.36,561.12,"210,24",0
10053,91986,CONSUMER,USER,Aprovado,2020-09-30 20:40:22,8,685.71,0.0,"685,71",0
10054,8914,CONSUMER,USER,Aprovado,2020-08-29 05:00:36,8,497.0,0.0,497,0
10055,11982,CONSUMER,USER,Não Autorizado,2020-04-25 09:42:43,7,876.3,876.3,0,0
